Opening,Opening.1,Title,Director,Cast,Studio,Ref
J U N,29.0,Ethukadi Kaadhalicha,Ravi Rahul,"Soundararaja, Black Pandi",Arun Creations,
J U N,29.0,Inba Twinkle Lilly,R. K. Vidhyadaran,"Kovai Sarala, Saranya Ponvannan, Kalpana",Appu Movies,[60]
J U N,29.0,Semma Botha Aagathey,Badri Venkatesh,"Atharvaa, Mishti, Anaika Soti",Kickass Entertainment,[61]
J U L Y,6.0,Kasu Mela Kasu,K. S. Pazhani,"Shahrukh, Gayathri, Kovai Sarala, Ganja Karuppu",Ragav Movie Entertainment,[62]
J U L Y,6.0,Mr. Chandramouli,Thiru,"Karthik, Gautham Karthik, Regina Cassandra, Varalaxmi Sarathkumar",Creative Entertainers,[63]
J U L Y,6.0,Roja Maaligai,Goutham,"Amaran, Soumia, Aadukalam Naren, Devadarshini",1 Look Movies,
J U L Y,12.0,Tamizh Padam 2,C. S. Amudhan,"Shiva, Iswarya Menon, Sathish",YNOT Studios,[64]
J U L Y,13.0,Kadaikutty Singam,Pandiraj,"Karthi, Sathyaraj, Sayyeshaa, Priya Bhavani Shankar, Arthana Binu",2D Entertainment,[65]
J U L Y,13.0,Mangai Maanvizhi Ambugal,Vino,"Prithvi Vijay, Mahi",Road Train Pictures,[66]
J U L Y,20.0,Bodha,Suresh G.,"Vicky, Mippu, Shanmugasundaram",50 50 Films Entertainment,[67]
J U L Y,20.0,Maya Bhavanam,Om Shri Kannaji,"Om Shri Kannaji, Mamatha Rahuth Mammu, Aathma Patrick",Ham-Sham Studios,
J U L Y,20.0,Ondikatta,Bharani,"Vikram Jagadish, Neha, Kovai Senthil",Friends Cine Media,[68]
J U L Y,20.0,Vinveli Payana Kurippugal,R. Jayaprakash,"Athvik Jalandhar, Pooja Ramakrishnan, Jogikumar",Lemurian Thirakkalam,[69]
J U L Y,27.0,Junga,Gokul,"Vijay Sethupathi, Sayyeshaa, Madonna Sebastian",Vijay Sethupathi Productions,[70]
J U L Y,27.0,Mohini,Madhesh,"Trisha, Jackky Bhagnani, Suresh, Poornima Bhagyaraj",Marvel Worth Productions,[71]
A U G U S T,3.0,Arali,A. R. Subbaraj,"Madhu Soothan, Manjula Rathod",Am Rm Films,
A U G U S T,3.0,Enga Kattula Mazhai,Sri Balaji,"Mithun, Shruthi Ramakrishnan, Appukutty, Aruldoss",Vaali Film Visions,[72]
A U G U S T,3.0,Ghajinikanth,Santhosh P. Jayakumar,"Arya, Sayyeshaa, Karunakaran",Studio Green,[73]
A U G U S T,3.0,Kadal Kuthiraigal,Pugazhendhi Thangaraj,"Rohini, Thalaivasal Vijay, Bose Venkat, Sreedhanya",Global Media Invest,[74]
A U G U S T,3.0,Kadikara Manithargal,Vaigarai Balan,"Kishore, Karunakaran, Latha Rao",Christ P International,[75]
A U G U S T,3.0,Kattu Paya Sir Intha Kaali,Youreka,"Jaivanth, Iraa Agarwal, Aadukalam Naren",White Horse Cinemas,[76]
A U G U S T,3.0,Maniyaar Kudumbam,Thambi Ramaiah,"Umapathy Ramaiah, Mrudula Murali, Samuthirakani, Thambi Ramaiah",Vu Cinemas,[77]
A U G U S T,3.0,Nadodi Kanavu,Veera Selva,"Mahendran, Subraja, Sivasankar",RRR Productions,[78]
A U G U S T,3.0,Poya Velaya Patthukkittu,Viruthai Vel,"Sandeep, Anu Krishna, Sai Gopiee",Harisritha Production,
A U G U S T,10.0,Azhagumagan,Azhagan Selva,"Arjun Udhay, Malavika Wales, Singampuli, Ilavarasu",Avatar Movies,
A U G U S T,10.0,Kadhal Enakku Romba Pidikkum,C. Sakthivel,"Suryavarman, Rio",Win Pictures,
A U G U S T,10.0,Moondru Rasikarkal,Shebi,"Roshan Basheer, Thalaivasal Vijay, Yazir Saleem",Al-Tari Movies,
A U G U S T,10.0,Pyaar Prema Kaadhal,Elan,"Harish Kalyan, Raiza Wilson",K Films,[79]
A U G U S T,10.0,Vishwaroopam 2,Kamal Haasan,"Kamal Haasan, Rahul Bose, Pooja Kumar, Andrea Jeremiah","Aascar Films, Raaj Kamal Films International",[80]
A U G U S T,17.0,Kolamavu Kokila,Nelson Dilipkumar,"Nayanthara, Yogi Babu, Saranya Ponvannan",Lyca Productions,[81]
A U G U S T,17.0,Marainthirunthu Paarkum Marmam Enna,Rahesh,"Dhruvva, Aishwarya Dutta, Radharavi, J. D. Chakravarthy",Etcetera Entertainment,[82]
A U G U S T,17.0,Odu Raja Odu,"Nishanth, Jathin","Guru Somasundaram, Nassar, Lakshmi Priyaa Chandramouli",Vijay Moolan Talkies,[83]
A U G U S T,24.0,Echcharikkai,Sarjun,"Sathyaraj, Varalaxmi Sarathkumar, Kishore, Vivek Rajgopal",Timeline Cinemas,[84]
A U G U S T,24.0,Kalari,Kiran Chand,"Kreshna, Vidya Pradeep, Jayaprakash",Nakshatra Movie Magic,[85]
A U G U S T,24.0,Lakshmi,A. L. Vijay,"Prabhu Deva, Ditya Bhande, Aishwarya Rajesh",Pramod Films,[86]
A U G U S T,24.0,Merku Thodarchi Malai,Lenin Bharathi,"Antony, Gayathri Krishnaa, Abu Valayankulam",Vijay Sethupathi Productions,[87]
A U G U S T,30.0,Imaikkaa Nodigal,Ajay Gnanamuthu,"Nayanthara, Atharvaa, Raashi Khanna, Anurag Kashyap",Cameo Films India,[88]
A U G U S T,31.0,60 Vayadu Maaniram,Radha Mohan,"Vikram Prabhu, Prakash Raj, Samuthirakani, Indhuja",V Creations,[89]
A U G U S T,31.0,Aaruthra,Pa. Vijay,"Pa. Vijay, Meghali, K. Bhagyaraj, S. A. Chandrasekhar",Banner Vil Makers,[90]
A U G U S T,31.0,Annanukku Jai,Rajkumar,"Dinesh, Mahima Nambiar, RJ Balaji",Grassroot Film Company,[91]
S E P T E M B E R,7.0,Avalukkenna Azhagiya Mugam,A. Kesavan,"Vijay Karthik, Poovarasan, Sabaree, Yogi Babu",Kathiravan Studios,[92]
S E P T E M B E R,7.0,Padithavudan Kilithu Vidavum,Hari Uttiraa,"Cool Suresh, Panparag Ravi, Nellai Siva",I Creations,
S E P T E M B E R,7.0,Rajavin Paarvai Raniyin Pakkam,Azhagu Raj,"Adhava, Avanthika Mohan, Gana Ulaganathan",Vikash Film International,
S E P T E M B E R,7.0,Torchlight,Abdul Majith,"Sadha, Riythvika, Varun Udhai",Confident Film Cafe,
S E P T E M B E R,7.0,Thodraa,Madhu Raj,"Prithvi Rajan, Veena Nandakumar, M. S. Kumar",J. S. Aburvaa Production,[93]
S E P T E M B E R,7.0,Vanjagar Ulagam,Manoj Beedha,"Guru Somasundaram, Anisha Ambrose, Chandini Tamilarasan",Labyrinth Films,[94]
S E P T E M B E R,13.0,Seema Raja,Ponram,"Sivakarthikeyan, Samantha, Simran",24AM Studios,[95]
S E P T E M B E R,13.0,U Turn,Pawan Kumar,"Samantha, Aadhi, Narain, Rahul Ravindran",Pawan Kumar Studios,[96]
S E P T E M B E R,21.0,Eghantham,Arsal Arumugam,"Vivanth, Neeraja, Thennavan, Anupama Kumar",Annai Tamil Cinemas,
S E P T E M B E R,21.0,Medai,S. N. Hariram,"Pugazh, Selvam",Priyam Movie Creations,
S E P T E M B E R,21.0,Raja Ranguski,Dharani Dharan,"Shirish, Chandini Tamilarasan, Anupama Kumar",Vasan Productions,[97]
S E P T E M B E R,21.0,Saamy Square,Hari,"Vikram, Keerthy Suresh, Aishwarya Rajesh, Bobby Simha",Thameens Films,[98]
S E P T E M B E R,27.0,Chekka Chivantha Vaanam,Mani Ratnam,"Arvind Swami, Silambarasan, Arun Vijay, Vijay Sethupathi, Jyothika, Aditi Rao Hydari, Aishwarya Rajesh","Lyca Productions, Madras Talkies",[99]
S E P T E M B E R,28.0,Aadavar,Sriranjan,"Kiran, Saravanan, Gana Ulaganathan",Thambi Deiva Media,
S E P T E M B E R,28.0,Pariyerum Perumal,Mari Selvaraj,"Kathir, Anandhi, Yogi Babu",Neelam Productions,[100]
O C T O B E R,5.0,'96,Prem Kumar,"Vijay Sethupathi, Trisha, Aadhitya Bhaskhar, Gouri G. Kishan",Madras Enterprises,[101]
O C T O B E R,5.0,Nota,Anand Shankar,"Vijay Devarakonda, Mehreen Pirzada, Sathyaraj, Nassar",Studio Green,[102]
O C T O B E R,5.0,Raatchasan,Ramkumar,"Vishnu, Amala Paul, Kaali Venkat",Axess Film Factory,[103]
O C T O B E R,5.0,Yaagan,Vinoth Thangavel,"Sajan, Anjena Kirti, Jayaraj",Mappanar Production,
O C T O B E R,12.0,Aan Devathai,Thaamira,"Samuthirakani, Ramya Pandian, Radha Ravi",Sigaram Cinemas,[104]
O C T O B E R,12.0,Adanga Pasanga,R. Selvanathan,"Arivazhagan, Jalandhar Rajendhiran, Narthagi Swathi",New Vision Creations,
O C T O B E R,12.0,Amavasai,Rakesh Sawant,"Jai Akash, Nupur Mehta, Mumaith Khan",Rakesh Sawant Production,
O C T O B E R,12.0,Kalavani Sirukki,Ravi Rahul,"Saamy, Diwakar Sankar Ganesh, Anju Reddy",Rana Creations,
O C T O B E R,12.0,Koothan,Venky AL,"Rajkumar, Srijita Ghosh, Nagendra Prasad, K. Bhagyaraj",Nilgiris Dream Entertainment,[105]
O C T O B E R,12.0,Manusangada,Amshan Kumar,"Rajeev Anand, Manimegalai, Sheela Rajkumar",AK Films,[106]
O C T O B E R,12.0,Moonavathu Kann,A. V. Giri,"Bose Venkat, Varun, Murali Mohan",Arunalaya Cinema,
O C T O B E R,17.0,Vada Chennai,Vetrimaaran,"Dhanush, Aishwarya Rajesh, Andrea Jeremiah, Samuthirakani",Wunderbar Films,[107]
O C T O B E R,18.0,Ezhumin,V. P. Viji,"Vivek, Devayani, Azhagam Perumal",Vaiyam Mediyas,[108]
O C T O B E R,18.0,Sandakozhi 2,N. Linguswamy,"Vishal, Keerthy Suresh, Varalaxmi Sarathkumar, Rajkiran",Vishal Film Factory,[109]
O C T O B E R,26.0,Genius,Suseenthiran,"Roshan, Priyaa Lal, Singampuli, Aadukalam Naren",Sakthi Film Factory,[110]
O C T O B E R,26.0,Jarugandi,A. N. Pitchumani,"Jai, Reba Monica John, Amit Tiwari, Daniel Annie Pope",Shvedh Group,[111]
N O V E M B E R,2.0,Raaga Thaalangal,R. Thirupathi Rajaji,"Vijayan, Silk Smitha",Sri Dandayudhapani Movies,
N O V E M B E R,2.0,Santhoshathil Kalavaram,Kranthi Prasad,"Ravi Mariya, Rudra Aura, Niranth, Kalyan",Sree Guru Cinemas,[112]
N O V E M B E R,2.0,Vanmurai Paguthi,Naga,"Manikandan, Manogara, Raja, Rafia Jaffer",Aaruthra Cine Productions,
N O V E M B E R,6.0,Billa Pandi,Raj Sethupathy,"R. K. Suresh, Indhuja Ravichandran, Chandini Tamilarasan",J. K. Film Productions,[113]
N O V E M B E R,6.0,Kalavani Mappillai,Gandhi Manivasagam,"Dinesh, Adhiti Menon, Devayani",Rajapushpa Pictures,[114]
N O V E M B E R,6.0,Sarkar,AR Murugadoss,"Vijay, Keerthy Suresh, Varalaxmi Sarathkumar",Sun Pictures,[115]
N O V E M B E R,16.0,Kaatrin Mozhi,Radha Mohan,"Jyothika, Lakshmi Manchu, Vidharth",BOFTA Entertainment,[116]
N O V E M B E R,16.0,Thimiru Pudichavan,Ganeshaa,"Vijay Antony, Nivetha Pethuraj, Sai Dheena",Vijay Antony Film Corporation,[117]
N O V E M B E R,16.0,Utharavu Maharaja,Asif Kuraishi,"Udhaya, Priyanka Thimmesh, Prabhu",Jaeshan Studios,[118]
N O V E M B E R,23.0,Karimugan,Chella Thangaiah,"Senthil Ganesh, Gayatri Rema",A Vimal Production,[119]
N O V E M B E R,23.0,Karthikeyanum Kaanamal Pona Kadhaliyum,M. A. Bala,"Deepak, Haritha, Black Pandi",Twinkle Labs Production,
N O V E M B E R,23.0,Pattinapakkam,Jayadev,"Kalaiyarasan, Anaswara Kumar, Chaya Singh",SP Cinemas,[120]
N O V E M B E R,23.0,Sagavaasam,S. Thomas Newton,"Rajarajan, Jayashree, Power Star Srinivasan",Sathiyan Movies,
N O V E M B E R,23.0,Sei,Raj Babu,"Nakkhul, Aanchal Munjal, Chandrika Ravi",Trippy Turtle Productions,[121]
N O V E M B E R,23.0,Semmari Aadu,Sathish Subramanyam,"Sathish Subramanyam, Haritha, Gopitha",Paisa Creations,
N O V E M B E R,23.0,Vandi,Rajeesh Bala,"Vidharth, Chandini Tamilarasan, John Vijay",Rooby Films,[122]
N O V E M B E R,29.0,2.0,Shankar,"Rajinikanth, Akshay Kumar, Amy Jackson",Lyca Productions,[123]
D E C E M B E R,7.0,Dhoni Kabadi Kuzhu,P. Iyappan,"Abhilash, Leema Babu, Pugazh, Thenali",Manitham Thiraikkalam,[124]
D E C E M B E R,7.0,Evanukku Engeyo Matcham Irukku,A. R. Mukesh,"Vimal, Ashna Zaveri, Poorna",Sai Productions,[125]
D E C E M B E R,7.0,Seemathurai,Santhosh Thiyagarajan,"Geethan Britto, Varsha Bollamma, Adesh Bala",Buvan Media Works,[126]
D E C E M B E R,7.0,Vinai Ariyar,K. T. Murugan,"Jack Robinson, Kamali, Udayaraj, Scissor Manohar",Naagai Films,
D E C E M B E R,14.0,Bayangaramana Aalu,Arasar Raja,"Arasar Raja, Risha, Ganja Karuppu",Pharristha Pictures,
D E C E M B E R,14.0,Johnny,P. Vetriselvan,"Prashanth, Sanchita Shetty, Ashutosh Rana",Staar Movies,[127]
D E C E M B E R,14.0,Prabha,A. Nanthan,"Swasika, Vijayaram, Rajinipani",Tamizh Thirai Niruvanam,
D E C E M B E R,14.0,Thiru,Karthik Sivan,"Karthik Sivan, Kushi Nair, Mohamed Dawood",Rock Entertainments,
D E C E M B E R,14.0,Thulam,Rajanagajothi,"Nivad, Jayshree, Ponnambalam, Manobala",Magical Creations Movies,
D E C E M B E R,14.0,Thuppakki Munai,Dinesh Selvaraj,"Vikram Prabhu, Hansika Motwani, Vela Ramamoorthy",V Creations,[128]
D E C E M B E R,20.0,Seethakaathi,Balaji Tharaneetharan,"Vijay Sethupathi, Archana, Mahendran",Passion Studios,[129]
D E C E M B E R,21.0,Adanga Maru,Karthik Thangavel,"Jayam Ravi, Raashi Khanna",Home Movie Makers,[130]
D E C E M B E R,21.0,Kanaa,Arunraja Kamaraj,"Aishwarya Rajesh, Sathyaraj, Darshan",Sivakarthikeyan Productions,[131]
D E C E M B E R,21.0,Maari 2,Balaji Mohan,"Dhanush, Sai Pallavi, Kreshna, Tovino Thomas",Wunderbar Films,[132]
D E C E M B E R,21.0,Silukkuvarupatti Singam,Chella,"Vishnu, Regina Cassandra, Oviya",Vishnu Vishal Studioz,[133]
D E C E M B E R,,,,,,
D E C E M B E R,,,,,,
