Opening,Opening.1,Title,Director,Cast,Studio,Ref
A U G,10.0,Arivumani,M. K. Kennedy,"Murali, Meera Vasudevan",,
A U G,15.0,Vasool Raja MBBS,Saran,"Kamal Haasan, Sneha, Prabhu, Prakash Raj",,
A U G,22.0,Azhagesan,Aarthi Kumar,"Sathyaraj, Prema",,
A U G,29.0,Kalamulla Kalam Varai,Udhaya,,,
A U G,29.0,Madhurey,Ramana Madhesh,"Vijay, Rakshitha, Sonia Agarwal, Tejashree",,
S E P,3.0,Kudaikul Mazhai,Parthiban,"Parthiban, Madhumitha",,
S E P,10.0,Chellamae,Gandhi Krishna,"Vishal, Reemma Sen, Bharath",,
S E P,17.0,Arasatchi,N. Maharajan,"Arjun, Lara Dutta, Raghuvaran",,
S E P,17.0,Gajendra,Suresh Krishna,"Vijayakanth, Laya, Flora",,
O C T,1.0,Giri,Sundar C,"Arjun, Reemma Sen, Divya Spandana, Devayani",,
O C T,1.0,M. Kumaran Son of Mahalakshmi,M. Raja,"Jayam Ravi, Asin, Nadhiya, Prakash Raj",,
O C T,1.0,Oru Murai Sollividu,A. Jawahar,"Rohit, Janapriya, Yugendran",,
O C T,8.0,Bose,Senthil Kumar,"Srikanth, Sneha, Kalabhavan Mani",,
O C T,8.0,Rush,S. Rajkumar,"Rajkumar, Mangai",,
O C T,15.0,Adhu,Ramesh Balakrishnan,"Sneha, Abbas, Aravind, Suha",,
O C T,22.0,7G Rainbow Colony,Selvaraghavan,"Ravi Krishna, Sonia Agarwal",,
O C T,22.0,Vishwa Thulasi,Sumathy Ram,"Mammooty, Nandita Das",,
O C T,29.0,En Purushan Ethir Veetu Ponnu,Barani Kumar,"Pandiarajan, Sanghavi, Radhika Chaudhari, Abhinayashree",,
N O V,5.0,Neranja Manasu,Samudrakani,"Vijayakanth, Susan",,
N O V,12.0,Attahasam,Saran,"Ajith Kumar, Pooja",,
N O V,12.0,Chatrapathy,Srimahesh,"Sarath Kumar, Nikita Thukral",,
N O V,12.0,Dreams,Kasthuri Raja,"Dhanush, Diya, Parul Yadav",,
N O V,12.0,Manmadhan,A. J. Murugan,"Silambarasan, Jyothika, Sindhu Tolani",,
D E C,3.0,Amma Appa Chellam,Suriyan,"Bala, Chaya Singh",,
D E C,3.0,Maha Nadigan,Sakthi Chidambaram,"Sathyaraj, Namitha, Mumtaj",,
D E C,17.0,Aai,A. Venkatesh,"Sarath Kumar, Namitha",,
D E C,17.0,Jaisurya,Manoj Kumar,"Arjun, Laila, Chaya Singh",,
D E C,17.0,Jananam,Ramesh Selvan,"Arun Vijay, Priyanka Trivedi, Raghuvaran",,
D E C,17.0,Kaadhal,Balaji Sakthivel,"Bharath, Sandhya",,
D E C,17.0,Meesai Madhavan,S. Ramu,"Ramana, Kutty Radhika",,
D E C,24.0,Gomathi Nayagam,Ponvannan,"Ponvannan, Haripriya, Karthika",,
D E C,26.0,Kadhale Engal Desiya Geetham,Vijay Anand,"Sriram Raghavan, Varshini, Ramesh Aravind",,
D E C,26.0,Ramakrishna,Agathiyan,"Jai Akash, Sridevika, Vani",,
D E C,26.0,Remote,Karvannan,"Napolean, Anamika",,
D E C,,,,,,
